sentence,mdd,t_depth,bigrams,words,letters,word_avg,numbers,symbols,if_question,punctuation,sym_hashtag,sym_shtrudel,sym_dollar,sym_ampersand,sym_percend,sym_star,sym_tilda,sym_math,sym_logic,sym_brackets,sym_num,sym_quotes,sym_slashes,NN,VB,JJ,PREPOSITION,DEF,CONJ,BN,NNP,NNT,TEMP,RB,CC,AT,QW,REL,PRP,IN,DTT,DT,MD,stopwords,result
ניתן להגיש ערר רק לאחר קבלת דחייה או הודעת ביטול מפקיד הרישוי.,6.24,14,11,12,50,4.167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,2,0,0,0,6,0,2,2,0,0,0,0,2,0,0,2,2,0
הערר יידון על פי המסמכים המצורפים לטופס הבקשה.,6.04,13,7,8,38,4.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,6,0,2,0,4,0,0,0,0,0,2,0,2,0,0,0,1,1
"עליכם למלא את הבקשה להעתק רישיון, ולהדפיס את העתק הרישיון. ",7.61,15,9,10,47,4.7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,4,2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,1
ניתן לקבל העתק רישיון גם בלשכה באמצעות זימון תור לאחת מלשכות רישוי כלי ירייה באמצעות מרכז שירות ומידע.,10.42,22,17,18,84,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,6,2,2,0,0,12,0,2,0,0,0,0,0,4,0,0,2,3,1
כרטיס הרישיון הקבוע יונפק עבורכם ויישלח אליכם בדואר לכתובת משלוח הדואר כפי שציינתם בבקשה.,11.62,25,13,14,75,5.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,6,8,2,0,0,6,0,0,2,0,0,2,0,4,0,0,0,1,1
עיריית תל אביב-יפו הינה הרשות המקומית הראשונה בארץ שאישרה רישום זוגות ידועים וידועות בציבור במאגר העירוני.,14.47,31,15,17,89,5.235,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,4,8,6,16,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1
"הרישום במאגר מבטיח כי אותם זוגות יקבלו את כלל שירותי העירייה בקלות וללא בירוקרטיה, גם לזוגות שאינם נשואים.",14.62,30,17,18,87,4.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,6,8,2,2,0,4,0,2,2,4,0,2,0,2,0,0,0,5,1
מדובר במהלך היסטורי ראשון מסוגו בארץ המבטא את צביונה של העיר הדוגלת בשוויוניות וכבוד האדם.,11.66,25,14,15,75,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,8,6,2,6,0,2,0,0,0,2,0,4,0,0,0,0,0,2,1
ניתן להגיש בקשה באמצעות פנייה מקוונת באתר האינטרנט. ,4.54,11,7,8,43,5.375,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0
עם רישום הזוג תפיק העירייה תעודה המעידה על הרישום.,6.12,13,8,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,6,0,2,0,2,0,0,0,0,0,2,0,4,0,0,0,2,0
התעודה תשלח לכתובת המייל שהוזנה בעת הגשת הבקשה.,6.44,14,7,8,39,4.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,6,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0
התעודה אינה כרוכה בעלות.,3.8,7,3,4,20,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
יש לצרף לפנייה צילום תעודת זהות של הפונה.,4.45,11,7,8,33,4.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0
"בקשה לקיום אירוע במרחב הציבורי, יש להגיש לפחות שלושה שבועות לפני קיום האירוע, כדי לאפשר את בחינתה.",11.66,24,16,17,79,4.647,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,6,6,0,0,0,4,0,2,0,2,0,0,0,4,0,0,2,3,1
"במקרה בו תחליט העירייה שלא לאשר את הבקשה, יכלול המענה את סיבות הסירוב.",11.27,22,12,13,56,4.308,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,2,10,0,0,0,2,0,2,0,4,0,2,0,2,0,0,0,2,1
יש לחתום באמצעות חברת הביטוח על אישור קיום ביטוחים המצורף אישור ביטוחים.,5.91,13,11,12,60,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,2,0,8,0,0,0,0,0,2,0,4,0,0,2,3,0
הוצאות האירוע יחולו על מארגניו בלבד.,4.04,7,5,6,30,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,1,0
"באחריות מגיש הבקשה לוודא טרם קיום האירוע, כי המרחב הציבורי מתאים לביצוע הפעילות.",9.73,21,12,13,66,5.077,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,10,0,2,0,8,0,2,2,0,0,0,0,0,0,0,0,1,0
"ככל שתתקבלנה תלונות בדבר מטרד רעש, בסמכות העירייה להורות על הפסקת השימוש בבידורית.",9.91,21,12,13,68,5.231,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,6,6,0,0,0,8,0,0,2,0,0,2,0,2,0,0,0,1,1
"בעת יציאה מנכס או כניסה לנכס, עליכם להודיע על כך לעירייה בכתב במועד השינוי.",11.73,24,13,14,60,4.286,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,12,6,0,0,0,4,0,0,2,0,0,0,2,2,0,0,0,4,1
"עם עזיבת הנכס, עליך להודיע על כך לעירייה.",6.12,12,7,8,32,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,4,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,4,1
"לפני תשלום שובר הארנונה, אנא בדוק שהשובר רשום על שמך.",7.25,13,9,10,42,4.2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,4,0,0,0,0,0,2,0,4,0,0,0,2,0
עם כניסתכם הראשונה לאתר תידרשו להחליף את הסיסמה שקיבלתם.,7.87,15,8,9,47,5.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,8,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0
"אם אינכם מצליחים להיכנס לאתר, עליכם לפנות לחברת ההרשמה שבה נרשמתם.",8.44,19,10,11,54,4.909,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,4,0,2,0,2,0,0,2,0,0,2,0,4,0,0,0,2,0
"מומלץ להיכנס למערכת מיד עם קבלת ההודעות כדי לוודא ששמכם אכן נקלט באתר ושהפרטים המזהים שלכם נכונים, גם אם עדיין אינכם מעוניינים להירשם לשום הגרלה פתוחה.",18.2,37,25,26,124,4.769,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,6,6,2,6,0,2,0,8,2,0,0,6,0,6,2,0,2,4,1
במהלך עשרה ימים ממועד סגירת ההרשמה תיערך במשרד הבינוי והשיכון הגרלה על התור לבחירת דירה.,11.49,23,14,15,73,4.867,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,8,8,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,1
זמן קצר לאחר ההגרלה תקבלו את תוצאות ההגרלה בדואר אלקטרוני שמסרתם בעת בקשת ההרשמה.,9.28,20,13,14,67,4.786,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,4,6,0,0,0,6,0,0,0,2,0,2,0,2,0,0,0,1,0
למעוניינים תהיה אפשרות לקבל את ההודעה גם באמצעות מסרונים.,5.5,11,8,9,48,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,2,2,0,0,2,0,2,0,0,0,2,0,0,0,4,0
"התוצאות יפורסמו גם באתר ההגרלות באופן אנונימי, ויינתנו לזיהוי לפי מספר הנרשם באתר.",11.42,23,12,13,68,5.231,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,8,2,2,2,4,0,2,0,0,0,0,0,2,2,0,0,1,0
הזכאות לדירה בבית גיל הזהב נקבעת על ידי ועדת האכלוס של משרד הבינוי והשיכון.,11.13,23,13,14,61,4.357,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,12,2,2,0,10,0,0,0,0,0,0,0,2,0,0,0,2,0
האכלוס בדירה מותנה בבדיקת התאמה.,4.55,8,4,5,27,5.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
את הבקשה יש להגיש באמצעות חברת ההרשמה לסיוע בדיור.,6.51,14,8,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,6,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,3,0
"דייר המתגורר בבית גיל זהב זכאי להחלפת דירה לבית אחר, גם ביישוב אחר. ",8.59,18,12,13,53,4.077,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,8,0,0,2,0,6,0,2,0,0,0,2,0,0,0,0,2,1,0
את הבקשה יש להגיש באמצעות החברה המאכלסת. ,4.77,9,6,7,33,4.714,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,2,0,0,0,0,0,2,0,2,0,2,0,0,2,3,0
על המבקש להציג תעודת זהות עם ספח עדכני.,4.04,8,7,8,31,3.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0
"כל הקבלנים, המעסיקים עובדים אחראיים, חייבים לדווח עליהם לרשם הקבלנים באמצעות טופס מעקב אחר העסקתם.",10.57,22,14,15,81,5.4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,2,6,0,2,0,4,0,0,0,0,0,2,0,4,2,0,2,4,1
במסגרת הדיווח יש להתייחס לכל הענפים והעובדים שעל בסיסם אתם רשומים בפנקס הקבלנים.,10.79,22,12,13,67,5.154,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,6,8,2,2,0,4,0,0,0,0,0,2,2,2,2,0,2,2,1
"הענפים והעובדים שעל בסיסם אתם רשומים בפנקס יוצגו לכם בתוך הטופס, ואינכם צריכים או יכולים לשנות פרטים אלה. ",14.08,27,17,18,86,4.778,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,8,4,2,0,0,0,0,2,0,0,2,4,6,0,0,4,5,1
יש לדווח על כל ענף שבו ביצעתם עבודות. ,4.4,9,7,8,29,3.625,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,3,0
יש לדווח על כל העובדים הממשיכים שלכם.,4.5,9,6,7,30,4.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,4,2,0,2,3,0
אם אתם מעסיקים עובד חדש יש למלא קודם כול טופס בקשה להחלפת עובד או להוספת עובד.,8.36,17,15,16,62,3.875,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,4,0,0,2,0,6,0,2,4,0,0,0,2,0,2,0,2,4,0
רק לאחר קליטת בקשתכם להוספת עובד תוכלו לדווח על העבודות שביצע עובד זה.,7.69,15,12,13,57,4.385,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,2,0,0,0,4,0,2,0,0,0,2,2,4,0,0,2,2,0
"בתום התהליך, לאחר שליחת כל הטפסים, תקבלו תשובה סופית באמצעות מסרון ודואר אלקטרוני.",10.3,18,12,13,67,5.154,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,2,4,2,0,0,4,0,0,0,0,0,0,0,4,2,0,0,2,0
תוקף הזכאות הוא בדרך כלל שנה.,4.94,8,5,6,23,3.833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
הסיוע יינתן בכפוף לתנאים ולמגבלות שהגדיר משרד הבינוי והשיכון.,9.81,20,8,9,52,5.778,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,6,8,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
את הערעור יש להגיש באמצעות חברת ההרשמה לסיוע בדיור.,6.51,14,8,9,42,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,6,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,3,0
לאחר ביצוע הבדיקות הנדרשות ינפיק משרד הבינוי והשיכון תעודת זכאות.,7.3,14,9,10,55,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,8,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0
"תעודת הזכאות היא המסמך המאשר את הזכאות ומפרט את רמת הסיוע, התנאים והמגבלות שנקבעו.",12.12,24,13,14,67,4.786,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,12,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,3,1
"הליך הנפקת תעודת זכאות כרוך בבדיקת נתונים רבים מול כמה גורמים, ולכן אורך זמן מה.",9.1,17,14,15,64,4.267,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,2,2,0,10,0,0,2,0,2,0,0,2,2,0,0,1,1
"מומלץ כי מבקשי הסיוע יגישו את בקשתם עוד לפני חתימתם על התקשרות חוזית, ובכלל זאת בנושא רכישת דירה או שכירת דירה. ",13.09,27,20,21,89,4.238,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,2,2,0,2,8,0,4,4,2,0,2,2,4,0,0,0,6,1
לאחר מציאת דירה מתאימה יש לחתום מול בעל הדירה על חוזה שכירות בשוק החופשי.,8.25,18,13,14,59,4.214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,6,0,0,0,6,0,0,0,0,0,0,0,6,0,0,2,3,0
"חל איסור על שכירת דירה מקרוב משפחה, בהתאם לתנאים ולמגבלות שאותם קבע המשרד.",10.71,23,12,13,60,4.615,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,8,4,2,0,0,4,0,0,0,2,0,2,0,2,0,0,0,1,1
יש להציג בפני חברת ההרשמה לסיוע בדיור חוזה שכירות תקף ולחתום על כתב התחייבות המתייחס לתנאים והמגבלות שאותם קבע המשרד. ,15.59,32,19,20,97,4.85,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,6,8,4,2,0,8,0,0,0,2,0,4,0,4,0,0,2,2,1
הסיוע יינתן כל עוד האישורים המקנים את הסיוע תקפים.,6.26,12,8,9,41,4.556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,6,0,2,0,0,0,2,0,2,0,2,0,0,2,0,0,2,1
באפשרותכם לבחור את החברה המתאימה לכם. ,5.21,10,5,6,31,5.167,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0
ביכולתכם להוציא את אישור הזכאות באופן מקוון באמצעות אתר האינטרנט או בסניפים.,8.04,16,11,12,64,5.333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,6,4,0,0,0,4,0,0,2,2,0,0,0,2,0,0,0,3,0
משרד הבינוי והשיכון יהיה רשאי לבצע בדיקת זכאות חוזרת לפי שיקול דעתו.,7.51,15,11,12,56,4.667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,4,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0
למשרד הבינוי והשיכון הזכות לבדוק את אמיתות ההצהרות מדי תקופה ולבקש הצהרה מעודכנת.,10.29,19,12,13,68,5.231,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,2,8,4,2,0,4,0,2,0,2,0,0,0,0,0,0,0,2,1
אחרי שזכאותכם תיקלט באתר ההרשמה יישלחו אליכם דואר אלקטרוני ומסרון המודיעים לכם על כך.,10.61,21,13,14,71,5.071,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,2,2,2,2,2,0,0,0,0,0,4,2,8,0,0,0,3,0
"אם לא קיבלתם את ההודעות, סימן שנתוני הזכאות טרם נקלטו, ואי אפשר להיכנס ולהירשם להגרלות. ",11.14,21,14,15,70,4.667,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,2,4,4,0,0,2,0,4,2,2,0,0,0,0,0,0,2,3,1
בכניסתכם הראשונה לאתר תידרשו להחליף את הסיסמה שקיבלתם.,7.36,14,7,8,46,5.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0
"במקרה שאין גישה לאינטרנט אפשר להשתמש בעמדת מחשב שתוקם במיוחד לצורך כך במחלקות סיוע בדיור במחוזות משרד הבינוי והשיכון, בימי קבלת קהל. ",16.94,37,21,22,109,4.955,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,16,8,2,0,0,12,0,4,0,0,0,4,0,0,0,0,2,1,1
כדי להירשם להגרלה לפרויקט עליכם להיכנס לרשימת הפרויקטים באתר ההרשמה להגרלות.,8.89,19,10,11,65,5.909,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,10,6,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0
אפשר להירשם לפרויקטים הפתוחים להרשמה בלבד.,4.87,10,5,6,36,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,4,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
"בסדרת הגרלות ראשונות מותר להירשם להגרלות בשלושה יישובים בלבד, ובסדרת הגרלות המשך מותר להירשם לכל ההגרלות ללא הגבלת מספר היישובים.",14.69,30,19,20,108,5.4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,10,6,2,0,0,12,0,2,0,0,0,0,0,2,2,0,4,0,1
לאחר סגירת ההרשמה ובדיקות תקינות הנרשמים תיערך במשרד הבינוי והשיכון הגרלה על התור לבחירת דירה.,11.04,23,14,15,79,5.267,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,4,8,4,2,0,6,0,0,0,0,0,2,0,4,0,0,0,1,1
לאחר ההגרלה יישלחו לנרשמים בדואר אלקטרוני תוצאות ההגרלה.,5.9,13,7,8,48,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,6,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"התוצאות יפורסמו גם באתר ההגרלות באופן אנונימי, ויינתנו לזיהוי לפי מספר הנרשם באתר. ",11.42,23,12,13,68,5.231,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,8,2,2,2,4,0,2,0,0,0,0,0,2,2,0,0,1,1
ההודעות על תוצאות ההגרלה יישלחו לכתובת הדואר אלקטרוני שמסרתם בעת בקשת ההרשמה.,8.94,19,11,12,65,5.417,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,4,8,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,1,1
"לאחר הזכייה ובהתאם למועד קבלת ההיתר, היזם ייצור קשר עם הזוכים ויסביר להם על המשך התהליך.",13.76,27,15,16,71,4.438,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,10,4,2,0,6,0,0,0,0,0,0,0,8,0,0,0,3,1
"בהתאם להתקדמות התהליך, יישלח אל הזוכה דואר אלקטרוני עדכון לגבי מצב הפרויקט.",8.1,18,11,12,62,5.167,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,4,6,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0
באתר ההרשמה להגרלות תוכלו למצוא את כל המידע המעודכן על הפרויקט שבו זכיתם.,10.7,22,12,13,60,4.615,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,0,2,0,2,0,0,0,2,0,4,0,4,2,0,2,3,0
ניתן לעקוב באזור האישי אחר מקומכם העדכני לבחירת דירה. ,6.17,13,8,9,44,4.889,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,4,4,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,1,0
"בשלב זה, לאחר הזכייה וטרם הגעה לחברת הבנייה, עליכם לבדוק את אפשרויות המימון שלכם, ולוודא שאתם זכאים לקבל משכנתא מאחד הבנקים למשכנתאות.",18.58,36,21,22,109,4.955,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2,8,8,4,0,0,4,0,2,0,2,0,2,4,4,0,0,0,2,1
נצלו את הימים האלה כדי לבדוק באופן יסודי באתר הקבלן באילו דירות אתם מעוניינים.,8.85,20,13,14,64,4.571,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,6,6,0,2,0,4,0,0,2,2,0,0,4,2,0,0,0,2,1
בהמשך יעמוד לרשותכם רק זמן קצר לבחירת הדירה.,5.97,13,7,8,36,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,6,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
"רוכשי דירות במסגרת דירה בהנחה זכאים לקבלת משכנתא בשיעור הגבוה יותר מן המקובל בשוק, כדי לסייע להם במימון רכישת הדירה.",14.19,33,19,20,95,4.75,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,4,12,10,0,0,0,6,0,2,0,0,0,0,0,6,0,0,0,3,1
"בכנס יוצג לזוכים הפרויקט במלואו, ויינתנו הסברים על האזור שבו ייבנה.",10.92,22,10,11,55,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,8,2,2,0,0,0,0,0,0,0,2,0,4,0,0,0,1,1
הקבלן יענה על שאלות הזוכים.,3.29,6,4,5,22,4.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0
הכנס יתקיים באמצעים דיגיטליים או בהגעה פיזית.,4.68,9,6,7,38,5.429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
סדר הזימון לבחירת הדירה ייקבע לפי סדר עולה של תוצאות הזכייה. ,7.3,15,10,11,49,4.455,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,6,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,1,0
בחירת הדירות תיעשה בהתאם למלאי הדירות הקיים.,5.58,12,6,7,37,5.286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,4,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
המקדמה לא תוחזר לזוכה שבחר דירה במקרה של הסרה מרישום או של ביטול זכייה.,8.79,18,13,14,57,4.071,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,2,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,4,0
יודגש כי זוכים אשר אין ברשותם אישור זכאות בתוקף לא יוכלו לממש את זכייתם.,6.69,15,13,14,58,4.143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,2,0,2,0,2,4,2,0,0,0,0,0,0,2,6,0
לרוב התשלום עבור הדירה מבוצע בשלבים ומפורט בחוזה הרכישה.,8.72,17,8,9,47,5.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,8,2,4,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
"אם אתם רוצים לרכוש דירה במקום שבו אתם מתגוררים בשנים האחרונות, תינתן לכם עדיפות ברכישת דירה באותם המקומות.",14.98,30,17,18,87,4.833,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,2,8,8,0,4,0,2,0,0,2,0,0,2,4,4,0,2,0,4,0
השירות המקוון מיועד רק למקרים שבהם אין צורך לצרף מסמכים.,8.21,16,9,10,46,4.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,4,6,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
גביית התשלום מתבצעת בסוף התהליך המקוון.,4.68,10,5,6,33,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,6,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
כדי להירשם לחצו על הקישור של החברה שבאמצעותה אתם רוצים להוציא אישור זכאות.,7.88,16,12,13,61,4.692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,2,0,2,0,0,0,0,0,2,2,6,0,0,0,3,0
"באפשרותכם לבחור באחת משלוש החברות ללא הבדל, ובאפשרותכם לעבור בכל עת מחברה לחברה, גם אם התחלתם במילוי הטופס.",15.99,33,17,18,87,4.833,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,16,6,2,0,0,2,0,2,2,0,0,0,0,2,2,0,0,2,1
אין צורך להגיע לסניפי החברות.,2.91,7,4,5,24,4.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"ניתן ליצור קשר טלפוני עם מוקדי החברות, ולפעול לפי ההנחיות שתקבלו.",7.4,15,10,11,53,4.818,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,4,2,0,0,2,0,0,0,0,0,2,0,4,0,0,2,1,0
"אחרי שהגשתם בקשת זכאות ואחרי שקיבלתם אישור זכאות, עליכם להיכנס לאתר ההגרלות עם שם המשתמש והסיסמה שקיבלתם.",13.71,28,16,17,87,5.118,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,4,6,4,0,0,8,0,0,0,0,0,6,0,8,0,0,0,4,1
עם כניסתכם הראשונה לאתר תידרשו להחליף את הסיסמה שקיבלתם.,7.87,15,8,9,47,5.222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,8,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0
"אם אינכם מצליחים להיכנס לאתר, עליכם לפנות לחברת ההרשמה שבה נרשמתם.",8.44,19,10,11,54,4.909,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,4,0,2,0,2,0,0,2,0,0,2,0,4,0,0,0,2,0
